Associated_Codes,Cash_Discount_Price_Price,DeIdentified_Max_Allowed,Deidentified_Min_Allowed,description,Gross_Charge,iobSelection,payer,Payer_Allowed_Amount
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Cigna Preferred Provider Organization (PPO),154.5200
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Colorado Access Medicaid,66.0600
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Denver Health Medical Plan Health Maintenance Organization,69.3400
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Denver Health Medical Plan Medicare Advantage,69.5300
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Humana Health Maintenance Organization,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Humana Medicaid,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Humana Medicare Advantage,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Humana Point of Service (POS),108.1600
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Humana Preferred Provider Organization (PPO),85.3700
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,PacifiCare of Colorado Medicare Advantage,49.8700
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,146.7900
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),144.2000
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Behavioral Health Managed Care,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Dual Complete Managed Care,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Exclusive Provider Organization (EPO),120.5300
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Health Maintenance Organization,122.2900
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Indemnity Insurance,70.9900
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Medicaid,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Medicare Advantage,N/A
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Point of Service (POS),121.3400
99202,54.1000,160.5200,49.8700,Outpatient Clinic Visit New Patient Level II,154.5700,Outpatient,United Healthcare Preferred Provider Organization (PPO),91.1600
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Health Maintenance Organization,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Indemnity Insurance,112.3600
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Medicaid,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Point of Service (POS),126.1200
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Aetna Preferred Provider Organization (PPO),115.4600
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Indemnity Insurance,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Medicaid,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Point of Service (POS),N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),243.5800
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Exclusive Provider Organization (EPO),121.7100
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Health Maintenance Organization,91.5000
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Indemnity Insurance,114.6500
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Point of Service (POS),146.5500
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Cigna Preferred Provider Organization (PPO),188.9600
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Colorado Access Medicaid,124.3200
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Denver Health Medical Plan Health Maintenance Organization,91.4100
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Denver Health Medical Plan Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Humana Health Maintenance Organization,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Humana Medicaid,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Humana Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Humana Point of Service (POS),N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Humana Preferred Provider Organization (PPO),142.8900
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,PacifiCare of Colorado Medicare Advantage,84.3800
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,203.3400
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,152.5100
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),183.4700
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Behavioral Health Managed Care,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Dual Complete Managed Care,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Exclusive Provider Organization (EPO),165.4500
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Health Maintenance Organization,170.1300
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Indemnity Insurance,131.4900
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Medicaid,59.5900
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Medicare Advantage,N/A
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Point of Service (POS),163.0500
99203,71.3600,243.5800,59.5900,Outpatient Clinic Visit New Patient Level III,203.9000,Outpatient,United Healthcare Preferred Provider Organization (PPO),124.7900
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Health Maintenance Organization,152.7700
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Indemnity Insurance,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Medicaid,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Point of Service (POS),163.9500
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Indemnity Insurance,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Medicaid,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Point of Service (POS),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Exclusive Provider Organization (EPO),269.4300
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Health Maintenance Organization,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Indemnity Insurance,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Point of Service (POS),163.6300
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Colorado Access Medicaid,204.7100
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Denver Health Medical Plan Health Maintenance Organization,122.2200
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Denver Health Medical Plan Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Humana Health Maintenance Organization,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Humana Medicaid,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Humana Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Humana Point of Service (POS),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Humana Preferred Provider Organization (PPO),187.9300
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,PacifiCare of Colorado Medicare Advantage,170.5000
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,197.7400
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,153.6600
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),171.1900
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Behavioral Health Managed Care,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Dual Complete Managed Care,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Exclusive Provider Organization (EPO),236.2500
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Health Maintenance Organization,206.1200
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Indemnity Insurance,157.6200
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Medicaid,134.7200
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Medicare Advantage,N/A
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Point of Service (POS),215.2000
99204,94.3800,269.4300,122.2200,Outpatient Clinic Visit New Patient Level IV,269.6700,Outpatient,United Healthcare Preferred Provider Organization (PPO),191.4900
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Health Maintenance Organization,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Indemnity Insurance,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Medicaid,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Point of Service (POS),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Aetna Preferred Provider Organization (PPO),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Indemnity Insurance,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Medicaid,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Point of Service (POS),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),370.0000
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Exclusive Provider Organization (EPO),333.2300
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Health Maintenance Organization,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Indemnity Insurance,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Point of Service (POS),228.5800
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Cigna Preferred Provider Organization (PPO),234.2700
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Colorado Access Medicaid,231.5100
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Denver Health Medical Plan Health Maintenance Organization,165.8900
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Denver Health Medical Plan Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Humana Health Maintenance Organization,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Humana Medicaid,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Humana Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Humana Point of Service (POS),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Humana Preferred Provider Organization (PPO),158.5200
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,PacifiCare of Colorado Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Behavioral Health Managed Care,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Dual Complete Managed Care,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Exclusive Provider Organization (EPO),N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Health Maintenance Organization,287.5400
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Indemnity Insurance,292.2200
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Medicaid,184.3200
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Medicare Advantage,N/A
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Point of Service (POS),287.5400
99205,129.9400,370.0000,158.5200,Outpatient Clinic Visit New Patient Level V,371.2600,Outpatient,United Healthcare Preferred Provider Organization (PPO),287.5400
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Exclusive Provider Organization (EPO),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Health Maintenance Organization,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Indemnity Insurance,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Medicaid,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Medicare Advantage,72.3500
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Point of Service (POS),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Aetna Preferred Provider Organization (PPO),584.2600
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Health Maintenance Organization,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Indemnity Insurance,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Medicaid,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Medicare Advantage,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Point of Service (POS),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Anthem BCBS Preferred Provider Organization (PPO),584.2600
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Exclusive Provider Organization (EPO),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Health Maintenance Organization,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Indemnity Insurance,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Medicare Advantage,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Point of Service (POS),431.2600
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Cigna Preferred Provider Organization (PPO),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Colorado Access Medicaid,498.9600
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Denver Health Medical Plan Health Maintenance Organization,164.8300
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Denver Health Medical Plan Medicare Advantage,101.9500
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Humana Health Maintenance Organization,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Humana Medicaid,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Humana Medicare Advantage,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Humana Point of Service (POS),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Humana Preferred Provider Organization (PPO),336.4300
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,PacifiCare of Colorado Medicare Advantage,72.3500
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Exclusive Provider Organization (EPO),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Health Maintenance Organization,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Indemnity Insurance,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Medicaid,119.0500
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Medicare Advantage,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Point of Service (POS),N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,Rocky Mountain Health Maintenance Organization Preferred Provider Organization (PPO),391.4700
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,United Behavioral Health Managed Care,N/A
99281,182.9500,584.2600,71.4700,Level 1 Emergency Department Visit,522.7200,Outpatient,United Healthcare Dual Complete Managed Care,N/A
